Run, Cost
3200, 626.6585201904168
3210, 620.8217078699192
3220, 620.8217078699192
3230, 620.8217078699192
3240, 620.8217078699192
3250, 620.8217078699192
3260, 620.8217078699192
3270, 620.8217078699192
3280, 620.8217078699192
3290, 620.8217078699192
3300, 620.8217078699192
3310, 620.8217078699192
3320, 620.8217078699192
3330, 620.8217078699192
3340, 620.8217078699192
3350, 620.8217078699192
3360, 620.8217078699192
3370, 620.8217078699192
3380, 620.8217078699192
3390, 620.8217078699192
3400, 620.8217078699192
3410, 620.8217078699192
3420, 620.8217078699192
3430, 620.8217078699192
3440, 620.8217078699192
3450, 620.8217078699192
3460, 620.8217078699192
3470, 620.8217078699192
3480, 620.8217078699192
3490, 620.8217078699192
3500, 620.8217078699192
3510, 620.8217078699192
3520, 620.8217078699192
3530, 620.8217078699192
3540, 620.8217078699192
3550, 620.8217078699192
3560, 620.8217078699192
3570, 620.8217078699192
3580, 620.8217078699192
3590, 620.8217078699192
3600, 620.8217078699192
3610, 620.8217078699192
3620, 620.8217078699192
3630, 620.8217078699192
3640, 620.8217078699192
3650, 620.8217078699192
3660, 620.8217078699192
3670, 620.8217078699192
3680, 620.8217078699192
3690, 620.8217078699192
3700, 620.8217078699192
3710, 620.8217078699192
3720, 620.8217078699192
3730, 620.8217078699192
3740, 620.8217078699192
3750, 620.8217078699192
3760, 620.8217078699192
3770, 620.8217078699192
3780, 620.8217078699192
3790, 620.8217078699192
3800, 620.8217078699192
3810, 620.8217078699192
3820, 620.8217078699192
3830, 620.8217078699192
3840, 612.9293248343492
3850, 612.9293248343492
3860, 612.9293248343492
3870, 612.9293248343492
3880, 612.9293248343492
3890, 612.9293248343492
3900, 612.9293248343492
3910, 612.9293248343492
3920, 612.9293248343492
3930, 612.9293248343492
3940, 612.9293248343492
3950, 612.9293248343492
3960, 612.9293248343492
3970, 612.9293248343492
3980, 612.9293248343492
3990, 612.9293248343492
4000, 612.9293248343492
4010, 609.6227631450906
4020, 609.6227631450906
4030, 609.6227631450906
4040, 609.6227631450906
4050, 609.6227631450906
4060, 609.6227631450906
4070, 609.6227631450906
4080, 607.7027408060455
4090, 607.7027408060455
4100, 607.7027408060455
4110, 607.7027408060455
4120, 607.7027408060455
4130, 607.7027408060455
4140, 607.7027408060455
4150, 607.7027408060455
4160, 607.7027408060455
4170, 607.7027408060455
4180, 607.7027408060455
4190, 607.7027408060455
4200, 591.8945654641946
4210, 591.8945654641946
4220, 591.8945654641946
4230, 591.8945654641946
4240, 591.8945654641946
4250, 591.8945654641946
4260, 591.8945654641946
4270, 591.8945654641946
4280, 591.8945654641946
4290, 591.8945654641946
4300, 591.8945654641946
4310, 591.8945654641946
4320, 591.8945654641946
4330, 590.8212137110165
4340, 590.8212137110165
4350, 590.8212137110165
4360, 590.8212137110165
4370, 581.1713856829454
4380, 581.1713856829454
4390, 581.1713856829454
4400, 581.1713856829454
4410, 581.1713856829454
4420, 581.1713856829454
4430, 581.1713856829454
4440, 581.1713856829454
4450, 560.1435560233543
4460, 560.1435560233543
4470, 560.1435560233543
4480, 560.1435560233543
4490, 560.1435560233543
4500, 560.1435560233543
4510, 560.1435560233543
4520, 560.1435560233543
4530, 560.1435560233543
4540, 560.1435560233543
4550, 560.1435560233543
4560, 560.1435560233543
4570, 560.1435560233543
4580, 560.1435560233543
4590, 560.1435560233543
4600, 560.1435560233543
4610, 560.1435560233543
4620, 560.1435560233543
4630, 560.1435560233543
4640, 560.1435560233543
4650, 560.1435560233543
4660, 560.1435560233543
4670, 560.1435560233543
4680, 560.1435560233543
4690, 560.1435560233543
4700, 560.1435560233543
4710, 560.1435560233543
4720, 560.1435560233543
4730, 560.1435560233543
4740, 560.1435560233543
4750, 560.1435560233543
4760, 560.1435560233543
4770, 560.1435560233543
4780, 560.1435560233543
4790, 560.1435560233543
4800, 544.749715205879
4810, 544.749715205879
4820, 544.749715205879
4830, 544.749715205879
4840, 544.749715205879
4850, 544.749715205879
4860, 544.749715205879
4870, 544.749715205879
4880, 544.749715205879
4890, 544.749715205879
4900, 544.749715205879
4910, 544.749715205879
4920, 544.749715205879
4930, 544.749715205879
4940, 544.749715205879
4950, 544.749715205879
4960, 544.749715205879
4970, 544.749715205879
4980, 544.749715205879
4990, 544.749715205879
5000, 544.749715205879
5010, 544.749715205879
5020, 544.749715205879
5030, 544.749715205879
5040, 544.749715205879
5050, 544.749715205879
5060, 544.749715205879
5070, 544.749715205879
5080, 544.749715205879
5090, 544.749715205879
5100, 544.749715205879
5110, 544.749715205879
5120, 544.749715205879
5130, 544.749715205879
5140, 544.749715205879
5150, 544.749715205879
5160, 544.749715205879
5170, 544.749715205879
5180, 544.749715205879
5190, 544.749715205879
5200, 544.749715205879
5210, 544.749715205879
5220, 544.749715205879
5230, 544.749715205879
5240, 544.749715205879
5250, 544.749715205879
5260, 544.749715205879
5270, 544.749715205879
5280, 544.749715205879
5290, 544.749715205879
5300, 544.749715205879
5310, 544.749715205879
5320, 544.749715205879
5330, 544.749715205879
5340, 544.749715205879
5350, 544.749715205879
5360, 544.749715205879
5370, 544.749715205879
5380, 544.749715205879
5390, 529.7739353765181
5400, 529.7739353765181
5410, 529.7739353765181
5420, 529.7739353765181
5430, 529.7739353765181
5440, 529.7739353765181
5450, 529.7739353765181
5460, 529.7739353765181
5470, 529.7739353765181
5480, 529.7739353765181
5490, 529.7739353765181
5500, 529.7739353765181
5510, 529.7739353765181
5520, 529.7739353765181
5530, 529.7739353765181
5540, 529.7739353765181
5550, 529.7739353765181
5560, 529.7739353765181
5570, 529.7739353765181
5580, 529.7739353765181
5590, 529.7739353765181
5600, 529.7739353765181
5610, 529.7739353765181
5620, 529.7739353765181
5630, 529.7739353765181
5640, 529.7739353765181
5650, 529.7739353765181
5660, 529.7739353765181
5670, 529.7739353765181
5680, 529.7739353765181
5690, 529.7739353765181
5700, 529.7739353765181
5710, 529.7739353765181
5720, 529.7739353765181
5730, 529.7739353765181
5740, 529.7739353765181
5750, 529.7739353765181
5760, 529.7739353765181
5770, 529.7739353765181
5780, 529.7739353765181
5790, 529.7739353765181
5800, 529.7739353765181
5810, 529.7739353765181
5820, 529.7739353765181
5830, 529.7739353765181
5840, 529.7739353765181
5850, 529.7739353765181
5860, 529.7739353765181
5870, 529.7739353765181
5880, 529.7739353765181
5890, 529.7739353765181
5900, 529.7739353765181
5910, 529.7739353765181
5920, 529.7739353765181
5930, 529.7739353765181
5940, 529.7739353765181
5950, 529.7739353765181
5960, 529.7739353765181
5970, 529.7739353765181
5980, 529.7739353765181
5990, 529.7739353765181
6000, 529.7739353765181
6010, 529.7739353765181
6020, 529.7739353765181
6030, 529.7739353765181
6040, 529.7739353765181
6050, 529.7739353765181
6060, 529.7739353765181
6070, 529.7739353765181
6080, 529.7739353765181
6090, 529.7739353765181
6100, 529.7739353765181
6110, 529.7739353765181
6120, 529.7739353765181
6130, 529.7739353765181
6140, 529.7739353765181
6150, 529.7739353765181
6160, 529.7739353765181
6170, 529.7739353765181
6180, 529.7739353765181
6190, 529.7739353765181
6200, 529.7739353765181
6210, 529.7739353765181
6220, 529.7739353765181
6230, 529.7739353765181
6240, 529.7739353765181
6250, 529.7739353765181
6260, 529.7739353765181
6270, 529.7739353765181
6280, 529.7739353765181
6290, 529.7739353765181
6300, 529.7739353765181
6310, 529.7739353765181
6320, 529.7739353765181
6330, 529.7739353765181
6340, 529.7739353765181
6350, 529.7739353765181
6360, 529.7739353765181
6370, 529.7739353765181
6380, 529.7739353765181
6390, 529.7739353765181
6400, 529.7739353765181
6410, 529.7739353765181
6420, 529.7739353765181
6430, 529.7739353765181
6440, 529.7739353765181
6450, 529.7739353765181
6460, 529.7739353765181
6470, 529.7739353765181
6480, 529.7739353765181
6490, 529.7739353765181
6500, 529.7739353765181
6510, 529.7739353765181
6520, 529.7739353765181
6530, 529.7739353765181
6540, 529.7739353765181
6550, 529.7739353765181
6560, 529.7739353765181
6570, 529.7739353765181
6580, 529.7739353765181
6590, 529.7739353765181
6600, 529.7739353765181
6610, 529.7739353765181
6620, 529.7739353765181
6630, 529.7739353765181
6640, 529.7739353765181
6650, 529.7739353765181
6660, 529.7739353765181
6670, 529.7739353765181
6680, 529.7739353765181
6690, 529.7739353765181
6700, 529.7739353765181
6710, 529.7739353765181
6720, 529.7739353765181
6730, 529.7739353765181
6740, 529.7739353765181
6750, 529.7739353765181
6760, 529.7739353765181
6770, 529.7739353765181
6780, 529.7739353765181
6790, 529.7739353765181
6800, 529.7739353765181
6810, 529.7739353765181
6820, 529.7739353765181
6830, 529.7739353765181
6840, 529.7739353765181
6850, 529.7739353765181
6860, 529.7739353765181
6870, 529.7739353765181
6880, 529.7739353765181
6890, 529.7739353765181
6900, 529.7739353765181
6910, 529.7739353765181
6920, 529.7739353765181
6930, 529.7739353765181
6940, 529.7739353765181
6950, 529.7739353765181
6960, 529.7739353765181
6970, 529.7739353765181
6980, 529.7739353765181
6990, 529.7739353765181
7000, 529.7739353765181
7010, 529.7739353765181
7020, 529.7739353765181
7030, 529.7739353765181
7040, 529.7739353765181
7050, 529.7739353765181
7060, 529.7739353765181
7070, 529.7739353765181
7080, 529.7739353765181
7090, 529.7739353765181
7100, 529.7739353765181
7110, 529.7739353765181
7120, 529.7739353765181
7130, 529.7739353765181
7140, 529.7739353765181
7150, 529.7739353765181
7160, 529.7739353765181
7170, 529.7739353765181
7180, 529.7739353765181
7190, 529.7739353765181
7200, 529.7739353765181
7210, 529.7739353765181
7220, 529.7739353765181
7230, 529.7739353765181
7240, 529.7739353765181
7250, 529.7739353765181
7260, 529.7739353765181
7270, 529.7739353765181
7280, 529.7739353765181
7290, 529.7739353765181
7300, 529.7739353765181
7310, 529.7739353765181
7320, 529.7739353765181
7330, 529.7739353765181
7340, 529.7739353765181
7350, 529.7739353765181
7360, 529.7739353765181
7370, 529.7739353765181
7380, 529.7739353765181
7390, 529.7739353765181
7400, 529.7739353765181
7410, 529.7739353765181
7420, 529.7739353765181
7430, 529.7739353765181
7440, 529.7739353765181
7450, 529.7739353765181
7460, 529.7739353765181
7470, 529.7739353765181
7480, 529.7739353765181
7490, 529.7739353765181
7500, 529.7739353765181
7510, 529.7739353765181
7520, 529.7739353765181
7530, 529.7739353765181
7540, 529.7739353765181
7550, 529.7739353765181
7560, 529.7739353765181
7570, 529.7739353765181
7580, 529.7739353765181
7590, 529.7739353765181
7600, 529.7739353765181
7610, 529.7739353765181
7620, 529.7739353765181
7630, 529.7739353765181
7640, 529.7739353765181
7650, 529.7739353765181
7660, 529.7739353765181
7670, 529.7739353765181
7680, 529.7739353765181
7690, 529.7739353765181
7700, 529.7739353765181
7710, 529.7739353765181
7720, 529.7739353765181
7730, 529.7739353765181
7740, 529.7739353765181
7750, 529.7739353765181
7760, 529.7739353765181
7770, 529.7739353765181
7780, 529.7739353765181
7790, 529.7739353765181
7800, 529.7739353765181
7810, 529.7739353765181
7820, 529.7739353765181
7830, 529.7739353765181
7840, 529.7739353765181
7850, 529.7739353765181
7860, 529.7739353765181
7870, 529.7739353765181
7880, 529.7739353765181
7890, 529.7739353765181
7900, 529.7739353765181
7910, 529.7739353765181
7920, 529.7739353765181
7930, 529.7739353765181
7940, 529.7739353765181
7950, 529.7739353765181
7960, 529.7739353765181
7970, 529.7739353765181
7980, 529.7739353765181
7990, 529.7739353765181
8000, 529.7739353765181
8010, 529.7739353765181
8020, 529.7739353765181
8030, 529.7739353765181
8040, 529.7739353765181
8050, 529.7739353765181
8060, 529.7739353765181
8070, 529.7739353765181
8080, 529.7739353765181
8090, 529.7739353765181
8100, 529.7739353765181
8110, 529.7739353765181
8120, 529.7739353765181
8130, 529.7739353765181
8140, 529.7739353765181
8150, 529.7739353765181
8160, 529.7739353765181
8170, 529.7739353765181
8180, 529.7739353765181
8190, 529.7739353765181
8200, 529.7739353765181
8210, 529.7739353765181
8220, 529.7739353765181
8230, 529.7739353765181
8240, 529.7739353765181
8250, 529.7739353765181
8260, 529.7739353765181
8270, 529.7739353765181
8280, 529.7739353765181
8290, 529.7739353765181
8300, 529.7739353765181
8310, 529.7739353765181
8320, 529.7739353765181
8330, 529.7739353765181
8340, 529.7739353765181
8350, 529.7739353765181
8360, 529.7739353765181
8370, 529.7739353765181
8380, 529.7739353765181
8390, 529.7739353765181
8400, 529.7739353765181
8410, 529.7739353765181
8420, 529.7739353765181
8430, 529.7739353765181
8440, 529.7739353765181
8450, 529.7739353765181
8460, 529.7739353765181
8470, 529.7739353765181
8480, 529.7739353765181
8490, 529.7739353765181
8500, 529.7739353765181
8510, 529.7739353765181
8520, 529.7739353765181
8530, 529.7739353765181
8540, 529.7739353765181
8550, 529.7739353765181
8560, 529.7739353765181
8570, 529.7739353765181
8580, 529.7739353765181
8590, 529.7739353765181
8600, 529.7739353765181
8610, 529.7739353765181
8620, 529.7739353765181
8630, 529.7739353765181
8640, 529.7739353765181
8650, 529.7739353765181
8660, 529.7739353765181
8670, 529.7739353765181
8680, 529.7739353765181
8690, 529.7739353765181
8700, 529.7739353765181
8710, 529.7739353765181
8720, 529.7739353765181
8730, 529.7739353765181
8740, 529.7739353765181
8750, 529.7739353765181
8760, 529.7739353765181
8770, 529.7739353765181
8780, 529.7739353765181
8790, 529.7739353765181
8800, 529.7739353765181
8810, 529.7739353765181
8820, 529.7739353765181
8830, 529.7739353765181
8840, 529.7739353765181
8850, 529.7739353765181
8860, 529.7739353765181
8870, 529.7739353765181
8880, 529.7739353765181
8890, 529.7739353765181
8900, 529.7739353765181
8910, 529.7739353765181
8920, 529.7739353765181
8930, 529.7739353765181
8940, 529.7739353765181
8950, 529.7739353765181
8960, 529.7739353765181
8970, 529.7739353765181
8980, 529.7739353765181
8990, 529.7739353765181
9000, 529.7739353765181
9010, 529.7739353765181
9020, 529.7739353765181
9030, 529.7739353765181
9040, 529.7739353765181
9050, 529.7739353765181
9060, 529.7739353765181
9070, 529.7739353765181
9080, 529.7739353765181
9090, 529.7739353765181
9100, 529.7739353765181
9110, 529.7739353765181
9120, 529.7739353765181
9130, 529.7739353765181
9140, 529.7739353765181
9150, 529.7739353765181
9160, 529.7739353765181
9170, 529.7739353765181
9180, 529.7739353765181
9190, 529.7739353765181
9200, 529.7739353765181
9210, 529.7739353765181
9220, 529.7739353765181
9230, 529.7739353765181
9240, 529.7739353765181
9250, 529.7739353765181
9260, 529.7739353765181
9270, 529.7739353765181
9280, 529.7739353765181
9290, 529.7739353765181
9300, 529.7739353765181
9310, 529.7739353765181
9320, 529.7739353765181
9330, 529.7739353765181
9340, 529.7739353765181
9350, 529.7739353765181
9360, 529.7739353765181
9370, 529.7739353765181
9380, 529.7739353765181
9390, 529.7739353765181
9400, 529.7739353765181
9410, 529.7739353765181
9420, 529.7739353765181
9430, 529.7739353765181
9440, 529.7739353765181
9450, 529.7739353765181
9460, 529.7739353765181
9470, 529.7739353765181
9480, 529.7739353765181
9490, 529.7739353765181
9500, 529.7739353765181
9510, 529.7739353765181
9520, 529.7739353765181
9530, 529.7739353765181
9540, 529.7739353765181
9550, 529.7739353765181
9560, 529.7739353765181
9570, 529.7739353765181
9580, 529.7739353765181
9590, 529.7739353765181
9600, 529.7739353765181
9610, 529.7739353765181
9620, 529.7739353765181
9630, 529.7739353765181
9640, 529.7739353765181
9650, 529.7739353765181
9660, 529.7739353765181
9670, 529.7739353765181
9680, 529.7739353765181
9690, 529.7739353765181
9700, 529.7739353765181
9710, 529.7739353765181
9720, 529.7739353765181
9730, 529.7739353765181
9740, 529.7739353765181
9750, 529.7739353765181
9760, 529.7739353765181
9770, 529.7739353765181
9780, 529.7739353765181
9790, 529.7739353765181
9800, 529.7739353765181
9810, 529.7739353765181
9820, 529.7739353765181
9830, 529.7739353765181
9840, 529.7739353765181
9850, 529.7739353765181
9860, 529.7739353765181
9870, 529.7739353765181
9880, 529.7739353765181
9890, 529.7739353765181
9900, 529.7739353765181
9910, 529.7739353765181
9920, 529.7739353765181
9930, 529.7739353765181
9940, 529.7739353765181
9950, 529.7739353765181
9960, 529.7739353765181
9970, 529.7739353765181
9980, 529.7739353765181
9990, 529.7739353765181
10000, 529.7739353765181
